0.080668926239,621.0,1242.0,1863.0,2484.0,3105.0,3726.0,4347.0,4968.0,5589.0,6210.0,6831.0,7452.0
0.180668830872,622.0,1244.0,1866.0,2488.0,3110.0,3732.0,4354.0,4976.0,5598.0,6220.0,6842.0,7464.0
0.28066778183,623.0,1246.0,1869.0,2492.0,3115.0,3738.0,4361.0,4984.0,5607.0,6230.0,6853.0,7476.0
0.380649805069,624.0,1248.0,1872.0,2496.0,3120.0,3744.0,4368.0,4992.0,5616.0,6240.0,6864.0,7488.0
0.479426860809,625.0,1250.0,1875.0,2500.0,3125.0,3750.0,4375.0,5000.0,5625.0,6250.0,6875.0,7500.0
0.580476999283,626.0,1252.0,1878.0,2504.0,3130.0,3756.0,4382.0,5008.0,5634.0,6260.0,6886.0,7512.0
0.679225921631,627.0,1254.0,1881.0,2508.0,3135.0,3762.0,4389.0,5016.0,5643.0,6270.0,6897.0,7524.0
0.780597925186,628.0,1256.0,1884.0,2512.0,3140.0,3768.0,4396.0,5024.0,5652.0,6280.0,6908.0,7536.0
0.880690813065,629.0,1258.0,1887.0,2516.0,3145.0,3774.0,4403.0,5032.0,5661.0,6290.0,6919.0,7548.0
0.980479955673,630.0,1260.0,1890.0,2520.0,3150.0,3780.0,4410.0,5040.0,5670.0,6300.0,6930.0,7560.0
1.08063483238,631.0,1262.0,1893.0,2524.0,3155.0,3786.0,4417.0,5048.0,5679.0,6310.0,6941.0,7572.0
1.18045091629,632.0,1264.0,1896.0,2528.0,3160.0,3792.0,4424.0,5056.0,5688.0,6320.0,6952.0,7584.0
1.28091287613,633.0,1266.0,1899.0,2532.0,3165.0,3798.0,4431.0,5064.0,5697.0,6330.0,6963.0,7596.0
1.3804500103,634.0,1268.0,1902.0,2536.0,3170.0,3804.0,4438.0,5072.0,5706.0,6340.0,6974.0,7608.0
1.47850680351,635.0,1270.0,1905.0,2540.0,3175.0,3810.0,4445.0,5080.0,5715.0,6350.0,6985.0,7620.0
1.58064198494,636.0,1272.0,1908.0,2544.0,3180.0,3816.0,4452.0,5088.0,5724.0,6360.0,6996.0,7632.0
1.68057179451,637.0,1274.0,1911.0,2548.0,3185.0,3822.0,4459.0,5096.0,5733.0,6370.0,7007.0,7644.0
1.78046679497,638.0,1276.0,1914.0,2552.0,3190.0,3828.0,4466.0,5104.0,5742.0,6380.0,7018.0,7656.0
1.88137292862,639.0,1278.0,1917.0,2556.0,3195.0,3834.0,4473.0,5112.0,5751.0,6390.0,7029.0,7668.0
1.98069381714,640.0,1280.0,1920.0,2560.0,3200.0,3840.0,4480.0,5120.0,5760.0,6400.0,7040.0,7680.0
2.08135890961,641.0,1282.0,1923.0,2564.0,3205.0,3846.0,4487.0,5128.0,5769.0,6410.0,7051.0,7692.0
2.18149399757,642.0,1284.0,1926.0,2568.0,3210.0,3852.0,4494.0,5136.0,5778.0,6420.0,7062.0,7704.0
2.28120493889,643.0,1286.0,1929.0,2572.0,3215.0,3858.0,4501.0,5144.0,5787.0,6430.0,7073.0,7716.0
2.38048481941,644.0,1288.0,1932.0,2576.0,3220.0,3864.0,4508.0,5152.0,5796.0,6440.0,7084.0,7728.0
2.48102498055,645.0,1290.0,1935.0,2580.0,3225.0,3870.0,4515.0,5160.0,5805.0,6450.0,7095.0,7740.0
2.58120393753,646.0,1292.0,1938.0,2584.0,3230.0,3876.0,4522.0,5168.0,5814.0,6460.0,7106.0,7752.0
2.68102097511,647.0,1294.0,1941.0,2588.0,3235.0,3882.0,4529.0,5176.0,5823.0,6470.0,7117.0,7764.0
